,ProductID,Description,Name,Type,Color,Size,Image
511,502.953.87,"A terry towel in medium thickness that is soft and highly absorbent (weight 500 g,m).",FRJEN,Bath towel,Bright red,70x140 cm,images/objects/502.953.87.jpg
512,502.953.68,"A terry towel in medium thickness that is soft and highly absorbent (weight 500 g,m).",BOKVIK,Hand towel,Multicolour,50x100 cm,images/objects/502.953.68.jpg
513,802.952.77,Densely-woven polyester fabric with water-repellent coating.,BOKVIK,Shower curtain,Multicolour,180x180 cm,images/objects/802.952.77.jpg
514,502.970.08,With a suction cup that grips smooth surfaces.,STUGVIK,Mirror with hooks and suction cup,White,Not known,images/mirror/502.970.08.jpg
515,502.970.08,With a suction cup that grips smooth surfaces.,STUGVIK,Mirror with hooks and suction cup,White,Not known,images/mirror/502.970.08.jpg
516,903.023.24,"These boxes help to keep toothbrushes, toothpaste and hair pins organised on your wash-basin.",GESSAN,Box,White,10x10x10 cm,images/objects/903.023.24.jpg
517,403.023.26,A clever and stackable storage solution for smaller personal items that also fits the drawers and wash-basin of YDDINGEN wash-stand perfectly.,GESSAN,Box with lid,"White,blue",30x13x8 cm,images/objects/403.023.26.jpg
518,302.679.79,A good solution if you are short of space.,SILVERN,Wash-basin cabinet with 1 door,White,40x38x68 cm,images/objects/302.679.79.jpg
519,002.621.05,10 year guarantee. Read about the terms in the guarantee brochure.,HAMNVIKEN,Single wash-basin,Not known,40x45x11 cm,images/objects/002.621.05.jpg
520,091.195.61,Hooks for towels or other things that you want to have within easy reach.,YDDINGEN,Wash-stand with 2 drawers,White,49x90 cm,images/objects/091.195.61.jpg
521,002.994.15,"Take a look in the mirror and reach your belongings at the same time, as the cabinet opens by sliding it to the side.",BRICKAN,Mirror cabinet,White,40x73 cm,images/mirror/002.994.15.jpg
522,002.994.15,"Take a look in the mirror and reach your belongings at the same time, as the cabinet opens by sliding it to the side.",BRICKAN,Mirror cabinet,White,40x73 cm,images/mirror/002.994.15.jpg
523,602.994.22,10 year guarantee. Read about the terms in the guarantee brochure.,SVENSKR,Wash-basin mixer tap with strainer,Chrome-plated,Not known,images/objects/602.994.22.jpg
524,103.123.84,Gives a diffused light; good for spreading light into larger areas of a bathroom.,STAN,"Ceiling,wall lamp",White,Not known,images/objects/103.123.84.jpg
525,703.116.16,"Ultra soft, absorbent and quick to dry since it's made of microfibre.",BADAREN,Bath mat,White,55 cm,images/objects/703.116.16.jpg
526,102.333.77,The unique shape makes the vases beautiful both with and without flowers.,VRVIND,"Vase, set of 2",Clear glass,Not known,images/objects/102.333.77.jpg
527,699.030.73,Bathroom mixer tap is sold separately. GODMORGON legs are sold separately. 10 year guarantee. Read about the terms in the guarantee brochure.,"GODMORGON,ODENSVIK",Wash-stand with 2 drawers,White stained oak effect,100x49x64 cm,images/objects/699.030.73.jpg
528,202.481.18,The LED lightsource consumes up to 85% less energy and lasts 20 times longer than incandescent bulbs.,STORJORM,"Mirror cab 2 door,built-in lighting",White,100x14x96 cm,images/mirror/202.481.18.jpg
529,202.481.18,The LED lightsource consumes up to 85% less energy and lasts 20 times longer than incandescent bulbs.,STORJORM,"Mirror cab 2 door,built-in lighting",White,100x14x96 cm,images/mirror/202.481.18.jpg
530,802.404.40,"With suction cups that grip smooth surfaces such as glass, mirrors and tiles.",STUGVIK,Hook with suction cup,White,Not known,images/objects/802.404.40.jpg
531,002.261.79,10 year guarantee. Read about the terms in the guarantee brochure.,GODMORGON,High cabinet,White stained oak effect,40x30x192 cm,images/objects/002.261.79.jpg
532,902.530.74,Helps to save space because you get both a chair and a towel rack on the same area.,RGRUND,Towel rack chair,Bamboo,Not known,images/chair/902.530.74.jpg
533,202.976.27,10 year guarantee. Read about the terms in the guarantee brochure.,TYNGEN,Single wash-basin,White,51 cm,images/objects/202.976.27.jpg
534,302.530.72,You can keep extra rolls of toilet paper close at hand.,RGRUND,Toilet roll stand,Bamboo,Not known,images/objects/302.530.72.jpg
535,702.455.94,Easy to move - castors included.,DRAGGAN,Trolley,Silver-colour,41x32x75 cm,images/objects/702.455.94.jpg
536,245.244.85,One side with magnifying mirror glass.,TRENSUM,Mirror,Stainless steel,Not known,images/mirror/245.244.85.jpg
537,245.244.85,One side with magnifying mirror glass.,TRENSUM,Mirror,Stainless steel,Not known,images/mirror/245.244.85.jpg
538,502.818.56,Bamboo is a hardwearing natural material.,DRAGAN,"Box, set of 3",Bamboo,23x17x14 cm,images/objects/502.818.56.jpg
539,301.354.32,10 year guarantee. Read about the terms in the guarantee brochure.,LILLNGEN,Single wash-basin,White,60x41x13 cm,images/objects/301.354.32.jpg
540,102.050.82,Perfect where space is limited since the cabinet is shallow.,LILLNGEN,High cabinet with mirror door,White,30x21x179 cm,images/mirror/102.050.82.jpg
541,102.050.82,Perfect where space is limited since the cabinet is shallow.,LILLNGEN,High cabinet with mirror door,White,30x21x179 cm,images/mirror/102.050.82.jpg
542,902.452.39,"The mirror comes with safety film on the back, which reduces the risk of injury if the glass is broken.",GRUNDTAL,Mirror,Stainless steel,60 cm,images/mirror/902.452.39.jpg
543,902.452.39,"The mirror comes with safety film on the back, which reduces the risk of injury if the glass is broken.",GRUNDTAL,Mirror,Stainless steel,60 cm,images/mirror/902.452.39.jpg
544,601.714.33,Easy to move - castors included.,GRUNDTAL,Trolley,Stainless steel,48x24x77 cm,images/objects/601.714.33.jpg
545,590.235.04,Bathroom mixer tap is sold separately. GODMORGON legs are sold separately. 10 year guarantee. Read about the terms in the guarantee brochure.,"GODMORGON,ODENSVIK",Wash-stand with 2 drawers,White,80x49x64 cm,images/objects/590.235.04.jpg
546,102.509.13,Provides an even light that is good for illuminating around a mirror and sink.,GODMORGON,"LED cabinet,wall lighting",Not known,80 cm,images/objects/102.509.13.jpg
547,102.953.70,"A terry towel in medium thickness that is soft and highly absorbent (weight 500 g,m).",BOKVIK,Washcloth,Multicolour,30x30 cm,images/objects/102.953.70.jpg
548,191.554.69,Bathroom mixer tap is sold separately. GODMORGON legs are sold separately. 10 year guarantee. Read about the terms in the guarantee brochure.,"GODMORGON,ODENSVIK",Wash-stand with 2 drawers,Grey-turquoise,80x49x64 cm,images/objects/191.554.69.jpg
549,602.285.14,Provides an even light that is good for illuminating around a mirror and sink.,STAN,"LED cabinet,wall lighting",White,36 cm,images/objects/602.285.14.jpg
550,300.478.93,"Tempered glass - extra resistant to heat, impact and heavy loads.",GRUNDTAL,Glass shelf,Not known,60 cm,images/objects/300.478.93.jpg
551,601.592.28,"A terry towel in medium thickness that is soft and highly absorbent (weight 500 g,m).",FRJEN,Hand towel,Beige,50x100 cm,images/objects/601.592.28.jpg
552,380.062.00,One side with magnifying mirror glass.,FRCK,Mirror,Stainless steel,Not known,images/mirror/380.062.00.jpg
553,380.062.00,One side with magnifying mirror glass.,FRCK,Mirror,Stainless steel,Not known,images/mirror/380.062.00.jpg
554,599.030.97,Bathroom mixer tap is sold separately. Smooth-running and soft-closing drawers with pull-out stop.,"HEMNES,RTTVIKEN",Wash-stand with 2 drawers,Black-brown stain,80x49x89 cm,images/objects/599.030.97.jpg
555,902.176.70,You can move the shelves and adjust the spacing according to your personal needs.,HEMNES,High cabinet with mirror door,Black-brown stain,49x31x200 cm,images/mirror/902.176.70.jpg
556,902.176.70,You can move the shelves and adjust the spacing according to your personal needs.,HEMNES,High cabinet with mirror door,Black-brown stain,49x31x200 cm,images/mirror/902.176.70.jpg
557,602.176.76,The adjustable shelf is extra heat- and impact-resistant and has a high load-bearing capacity since it is made of tempered glass.,HEMNES,Mirror cabinet with 2 doors,Black-brown stain,83x16x98 cm,images/mirror/602.176.76.jpg
558,602.176.76,The adjustable shelf is extra heat- and impact-resistant and has a high load-bearing capacity since it is made of tempered glass.,HEMNES,Mirror cabinet with 2 doors,Black-brown stain,83x16x98 cm,images/mirror/602.176.76.jpg
559,002.236.18,The open shelves give an easy overview and easy reach.,HEMNES,Shelving unit,Black-brown stain,42x84 cm,images/objects/002.236.18.jpg
560,990.203.82,Perfect in a small bathroom since the wash-basin cabinet is shallow.,"SILVERN,LILLNGEN",Wash-basin cabinet with 2 doors,White,60x27x94 cm,images/objects/990.203.82.jpg
561,502.680.01,"May be used as a shelf for a soap dish and toothbrush mug, thanks to the depth of the frame.",SILVERN,Mirror with shelf,White,56x64 cm,images/mirror/502.680.01.jpg
562,502.680.01,"May be used as a shelf for a soap dish and toothbrush mug, thanks to the depth of the frame.",SILVERN,Mirror with shelf,White,56x64 cm,images/mirror/502.680.01.jpg
563,202.602.47,"Ultra soft, absorbent and quick to dry since it's made of microfibre.",TOFTBO,Bath mat,Black,60x90 cm,images/objects/202.602.47.jpg
564,902.387.38,Gives a diffused light; good for spreading light into larger areas of a bathroom.,VITEMLLA,"Ceiling,wall lamp","Stoneware,glass",Not known,images/objects/902.387.38.jpg
565,790.209.72,You can mount the door to open from the right or left.,SILVERN,High cabinet with 2 doors,White,40x25x184 cm,images/objects/790.209.72.jpg
566,791.560.22,Bathroom mixer tap is sold separately. GODMORGON legs are sold separately. 10 year guarantee. Read about the terms in the guarantee brochure.,"GODMORGON,HAGAVIKEN",Wash-stand with 2 drawers,High-gloss white,60x34x65 cm,images/objects/791.560.22.jpg
567,301.491.32,"Fittings are adjustable in depth, give space for lighting cords.",GODMORGON,Mirror,Not known,60x96 cm,images/mirror/301.491.32.jpg
568,301.491.32,"Fittings are adjustable in depth, give space for lighting cords.",GODMORGON,Mirror,Not known,60x96 cm,images/mirror/301.491.32.jpg
569,202.508.99,Provides an even light that is good for illuminating around a mirror and sink.,GODMORGON,"LED cabinet,wall lighting",Not known,60 cm,images/objects/202.508.99.jpg
570,003.123.08,"Easy to install without drilling. You can mount the lamp to the wall using the suction cup, self-adhesive backing or screws.",BLVIK,LED wall lamp with mirror,Battery-operated white,Not known,images/mirror/003.123.08.jpg
571,003.123.08,"Easy to install without drilling. You can mount the lamp to the wall using the suction cup, self-adhesive backing or screws.",BLVIK,LED wall lamp with mirror,Battery-operated white,Not known,images/mirror/003.123.08.jpg
572,902.958.42,"A terry towel in medium thickness that is soft and highly absorbent (weight 400 g,m).",HREN,Bath towel,Pink,70x140 cm,images/objects/902.958.42.jpg
573,402.929.02,"Tempered glass - extra resistant to heat, impact and heavy loads.",KALKGRUND,Glass shelf,Not known,62x11 cm,images/objects/402.929.02.jpg
574,702.914.87,"Tempered glass - extra resistant to heat, impact and heavy loads.",KALKGRUND,Shower shelf,Chrome-plated,24x6 cm,images/objects/702.914.87.jpg
575,702.914.68,"No visible screws, as the fixings are concealed.",KALKGRUND,Towel hanger,Chrome-plated,Not known,images/objects/702.914.68.jpg
576,502.914.74,"No visible screws, as the fixings are concealed.",KALKGRUND,Knob hanger,Chrome-plated,Not known,images/objects/502.914.74.jpg
577,002.914.76,Easy to clean since the surface is clear lacquered.,KALKGRUND,Toilet roll holder,Chrome-plated,Not known,images/objects/002.914.76.jpg
578,002.914.81,Easy to clean since the surface is clear lacquered.,KALKGRUND,Toothbrush holder,Chrome-plated,Not known,images/objects/002.914.81.jpg
579,502.929.06,"Easy to keep clean, thanks to the fingerprint-proof surface.",KALKGRUND,"Toilet brush,holder",Chrome-plated,Not known,images/objects/502.929.06.jpg
580,801.626.68,"The shower curtain rod is easy to install without screws or drilling, as it has a spring mechanism that keeps it firmly in place.",SVERN,Shower curtain rod,Stainless steel,130-240 cm,images/objects/801.626.68.jpg
581,590.967.17,Bathroom mixer tap is sold separately. GODMORGON legs are sold separately. Please note that a silicone kit and a jigsaw are needed to attach the wash-basin to the countertop. Sold separately. 10 year guarantee. Read about the terms in the guarantee brochure.,"GODMORGON,ALDERN,TRNVIKEN",Wsh-stnd w countertop 45 wsh-basin,"Black-brown,white",62x49x74 cm,images/objects/590.967.17.jpg
582,901.491.29,"Fittings are adjustable in depth, give space for lighting cords.",GODMORGON,Mirror,Not known,100x96 cm,images/mirror/901.491.29.jpg
583,901.491.29,"Fittings are adjustable in depth, give space for lighting cords.",GODMORGON,Mirror,Not known,100x96 cm,images/mirror/901.491.29.jpg
584,203.130.62,"Ultra soft, absorbent and quick to dry since it's made of microfibre.",BARVALLA,Bath mat,Multicolour,60x90 cm,images/objects/203.130.62.jpg
585,103.130.53,"A terry towel that is extra thick and soft and highly absorbent (weight 580 g,m).",BLDJAN,Bath towel,Multicolour,70x140 cm,images/objects/103.130.53.jpg
586,999.030.81,Bathroom mixer tap is sold separately. GODMORGON legs are sold separately. 10 year guarantee. Read about the terms in the guarantee brochure.,"GODMORGON,ODENSVIK",Wash-stand with 4 drawers,White stained oak effect,120x49x64 cm,images/objects/999.030.81.jpg
587,501.491.31,"Fittings are adjustable in depth, give space for lighting cords.",GODMORGON,Mirror,Not known,120x96 cm,images/mirror/501.491.31.jpg
588,501.491.31,"Fittings are adjustable in depth, give space for lighting cords.",GODMORGON,Mirror,Not known,120x96 cm,images/mirror/501.491.31.jpg
589,202.261.83,10 year guarantee. Read about the terms in the guarantee brochure.,GODMORGON,Wall cabinet with 1 door,White stained oak effect,40x14x96 cm,images/objects/202.261.83.jpg
590,002.509.18,Provides an even light that is good for illuminating around a mirror and sink.,GODMORGON,"LED cabinet,wall lighting",Not known,100 cm,images/objects/002.509.18.jpg
591,001.592.31,"A terry towel in medium thickness that is soft and highly absorbent (weight 500 g,m).",FRJEN,Hand towel,Grey,50x100 cm,images/objects/001.592.31.jpg
592,002.135.39,Saves space on the worktop.,GRUNDTAL,Rail,Stainless steel,40 cm,images/objects/002.135.39.jpg
593,901.840.47,"The stool can be stacked, so you can keep several on hand and store them on the same space as one.",MARIUS,Stool,White,Not known,images/objects/901.840.47.jpg
594,302.707.69,"The solid pine shows off the attractive grains and beauty mark knots that give each unique piece its own naturally grown, individual personality.",SILVERN,Mirror cabinet,Light brown,60x14x68 cm,images/mirror/302.707.69.jpg
595,302.707.69,"The solid pine shows off the attractive grains and beauty mark knots that give each unique piece its own naturally grown, individual personality.",SILVERN,Mirror cabinet,Light brown,60x14x68 cm,images/mirror/302.707.69.jpg
